Client,DepartementId,DepartementName,DivisionId,DivisionName,EmployeeActionReasonTypeCode,EmployeeActionReasonTypeText,EmployeeActionTypeCode,EmployeeActionTypeText,EmployeeAssignedCompanyCode,EmployeeAssignedCompanyText,EmployeeAssignedPersonnelAreaCode,EmployeeAssignedPersonnelAreaText,EmployeeAssignedPersonnelSubareaCode,EmployeeAssignedPersonnelSubareaText,EmployeeAssignedEmployeeGroupCode,EmployeeAssignedCostCenterId,EmployeeAssignedCostCenterText,EmployeeAssignedEmployeeGroupText,EmployeeAssignedEndDate,EmployeeAssignedSMJDate,EmployeeAssignedStartDate,EmployeeAssignedWorkContractCode,EmployeeAssignedWorkContractText,EmployeeAssignmentId,EmployeeCoorporateEmail,EmployeeFullName,EmployeeHiringDate,EmployeeId,EmployeeMobilePhoneNumber,EmployeePersonalEmail,EmployeePlannedPensionDate,EmploymentStatusCode,EmploymentStatusText,EndPeriod,JobId,JobName,OrganizationId,OrganizationName,PositionId,PositionName,PositionNameLongText,StartPeriod,SuperiorEmployeeId,SuperiorFullName,SuperiorPjsEmployeeId,SuperiorPjsFullName
100,10147009,Corporate Strategy Department,10108009,Strategic Planning Division,Y5,Demosi,Y5,Demosi,2222,PT Pertamina Patra Niaga,2101,Sumatera 1,TE45,Sei Pakning KPI,1,DC100011,Financial Control Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1112,Regular emp.,EMASG011,,Kevin Setiawan 4,1993-02-15T00:00:00,DUM0233751,123456789,,2027-07-01T00:00:00,3,Active,999912,987654577,Generalist/ ExecutionBudget,D50796428,Budget Management,DP00000281,(mov) General Accounting Lead,(mov) General Accounting Lead,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147010,Business Development Department,10108010,Business Growth Division,92,tugas belajar,92,tugas belajar,2222,PT Pertamina Patra Niaga,Z002,Sumatera 2,TF38,Plaju KPI,1,DC100012,Credit Operations Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1113,Regular emp.,EMASG012,,Lukman Hakim 4,1993-02-15T00:00:00,DUM0233752,123456789,,2027-07-01T00:00:00,3,Active,999912,987654578,Generalist/ ExecutionManagementAccounting,D61807539,Management Accounting,DP00000282,(mov) Financial Control Manager,(mov) Financial Control Manager,202501,,,,
100,10147011,Customer Service Department,10108011,Customer Support Division,Y4,Rotasi,Y4,Rotasi,2183,PT Pertamina Power Indonesia,Z018,Kantor Pertamina Power Subholding 18,Z018,Kantor Power Subholding 18,0,DC100013,Credit Risk Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1114,Regular emp.,EMASG013,,Maya Anggraini 4,1993-02-15T00:00:00,DUM0233753,123456789,,2027-07-01T00:00:00,3,Active,999912,987654579,Generalist/ ExecutionFinancialRisk,D72918640,Financial Risk Management,DP00000283,(mov) Credit Operations Head,(mov) Credit Operations Head,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147012,Compliance Department,10108012,Regulatory Compliance Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2183,PT Pertamina Power Indonesia,Z019,Kantor Pertamina Power Subholding 19,Z019,Kantor Power Subholding 19,6,DC100014,Market Risk Senior Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1115,Regular emp.,EMASG014,,Nanda Prakoso 4,1993-02-15T00:00:00,DUM0233754,123456789,,2027-07-01T00:00:00,3,Active,999912,987654580,Generalist/ ExecutionCredit,D83029751,Credit Management,DP00000284,(mov) Credit Risk Manager,(mov) Credit Risk Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147013,Treasury Department,10108013,Treasury Operations Division,Y2,Promosi,Y2,Promosi,3100,PT Perusahaan Gas Negara,Z015,Kantor Pertamina Subholding 15,Z015,Kantor Subholding 15,0,DC100015,Operational Risk Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1116,Regular emp.,EMASG015,,Oscar Wijaya 4,1993-02-15T00:00:00,DUM0233755,123456789,,2027-07-01T00:00:00,3,Active,999912,987654581,Generalist/ ExecutionCollection,D94130862,Collection Management,DP00000285,(mov) Market Risk Senior Manager,(mov) Market Risk Senior Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147014,Accounting Department,10108014,General Accounting Division,Y5,Demosi,Y5,Demosi,3100,PT Perusahaan Gas Negara,Z016,Kantor Pertamina Subholding 16,Z016,Kantor Subholding 16,6,DC100016,Enterprise Risk Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1117,Regular emp.,EMASG016,,Putri Maharani 4,1993-02-15T00:00:00,DUM0233756,123456789,,2027-07-01T00:00:00,3,Active,999912,987654582,Generalist/ ExecutionProcurement,D15241973,Procurement Management,DP00000286,(mov) Operational Risk Manager,(mov) Operational Risk Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147015,Tax Department,10108015,Tax Compliance Division,92,tugas belajar,92,tugas belajar,3100,PT Perusahaan Gas Negara,Z017,Kantor Pertamina Subholding 17,Z017,Kantor Subholding 17,1,DC100017,Fraud Management Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1118,Regular emp.,EMASG017,,Raka Firmansyah 4,1993-02-15T00:00:00,DUM0233757,123456789,,2027-07-01T00:00:00,3,Active,999912,987654583,Generalist/ ExecutionSourcing,D26352084,Strategic Sourcing Management,DP00000287,(mov) Enterprise Risk Head,(mov) Enterprise Risk Head,202501,,,,
100,10147016,Corporate Communication Department,10108016,Internal Communication Division,Y4,Rotasi,Y4,Rotasi,2043,Pertamina Training & Consulting (PTC),Z023,Kantor Pertamina PTC Subholding 23,Z023,Kantor PTC Subholding 23,1,DC100018,Compliance Operations Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1119,Regular emp.,EMASG018,,Sari Wulandari 4,1993-02-15T00:00:00,DUM0233758,123456789,,2027-07-01T00:00:00,3,Active,999912,987654584,Generalist/ ExecutionVendorManagement,D37463195,Vendor Management,DP00000288,(mov) Fraud Management Manager,(mov) Fraud Management Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147017,Public Relations Department,10108017,Media Relations Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2043,Pertamina Training & Consulting (PTC),Z024,Kantor Pertamina PTC Subholding 24,Z024,Kantor PTC Subholding 24,1,DC100019,Regulatory Compliance Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1120,Regular emp.,EMASG019,,Taufik Hidayat 4,1993-02-15T00:00:00,DUM0233759,123456789,,2027-07-01T00:00:00,3,Active,999912,987654585,Generalist/ ExecutionPurchasing,D48574206,Purchasing Operations,DP00000289,(mov) Compliance Operations Lead,(mov) Compliance Operations Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147018,Administration Department,10108018,General Administration Division,Y2,Promosi,Y2,Promosi,2183,PT Pertamina Power Indonesia,Z020,Kantor Pertamina Power Subholding 20,Z020,Kantor Power Subholding 20,1,DC100020,Internal Audit Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1121,Regular emp.,EMASG020,,Vina Oktaviani 4,1993-02-15T00:00:00,DUM0233760,123456789,,2027-07-01T00:00:00,3,Active,999912,987654586,Generalist/ ExecutionProcurementGovernance,D59685317,Procurement Governance,DP00000290,(mov) Regulatory Compliance Head,(mov) Regulatory Compliance Head,202501,DUM0233741,Andika Pratama 4,,
100,10147019,Facilities Management Department,10108019,Facilities Operations Division,Y5,Demosi,Y5,Demosi,2183,PT Pertamina Power Indonesia,Z021,Kantor Pertamina Power Subholding 21,Z021,Kantor Power Subholding 21,1,DC100021,Corporate Governance Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1122,Regular emp.,EMASG021,,Wahyu Setiawan 4,1993-02-15T00:00:00,DUM0233761,123456789,,2027-07-01T00:00:00,3,Active,999912,987654587,Generalist/ ExecutionSupplyChain,D60796428,Supply Chain Management,DP00000291,(mov) Internal Audit Manager,(mov) Internal Audit Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147020,Security Department,10108020,Physical Security Division,92,tugas belajar,92,tugas belajar,2183,PT Pertamina Power Indonesia,Z022,Kantor Pertamina Power Subholding 22,Z022,Kantor Power Subholding 22,1,DC100022,Legal Affairs Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1123,Regular emp.,EMASG022,,Yudha Pranata 4,1993-02-15T00:00:00,DUM0233762,123456789,,2027-07-01T00:00:00,3,Active,999912,987654588,Generalist/ ExecutionLogistics,D71807539,Logistics Management,DP00000292,(mov) Corporate Governance Lead,(mov) Corporate Governance Lead,202501,,,,
100,10147021,Data Analytics Department,10108021,Business Analytics Division,Y4,Rotasi,Y4,Rotasi,2147,PT Pertamina Int. Shipping,Z028,Kantor Pertamina PIS Subholding 28,Z028,Kantor PIS Subholding 28,1,DC100023,Contract Management Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1124,Regular emp.,EMASG023,,Zahra Aulia 4,1993-02-15T00:00:00,DUM0233763,123456789,,2027-07-01T00:00:00,3,Active,999912,987654589,Generalist/ ExecutionWarehouse,D82918640,Warehouse Operations,DP00000293,(mov) Legal Affairs Manager,(mov) Legal Affairs Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147022,Data Management Department,10108022,Data Governance Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2147,PT Pertamina Int. Shipping,Z029,Kantor Pertamina PIS Subholding 29,Z029,Kantor PIS Subholding 29,1,DC100024,Procurement Operations Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1125,Regular emp.,EMASG024,,Aditya Ramadhan 4,1993-02-15T00:00:00,DUM0233764,123456789,,2027-07-01T00:00:00,3,Active,999912,987654590,Generalist/ ExecutionInventory,D93029751,Inventory Management,DP00000294,(mov) Contract Management Supervisor,(mov) Contract Management Supervisor,202501,DUM0233741,Andika Pratama 4,,
100,10147023,Cybersecurity Department,10108023,Cyber Defense Division,Y2,Promosi,Y2,Promosi,2043,Pertamina Training & Consulting (PTC),Z025,Kantor Pertamina PTC Subholding 25,Z025,Kantor PTC Subholding 25,1,DC100025,Strategic Sourcing Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1126,Regular emp.,EMASG025,,Bagus Kurniawan 4,1993-02-15T00:00:00,DUM0233765,123456789,,2027-07-01T00:00:00,3,Active,999912,987654591,Generalist/ ExecutionDistribution,D14130862,Distribution Management,DP00000295,(mov) Procurement Operations Head,(mov) Procurement Operations Head,202501,DUM0233741,Andika Pratama 4,,
100,10147024,Network Infrastructure Department,10108024,Network Operations Division,Y5,Demosi,Y5,Demosi,2043,Pertamina Training & Consulting (PTC),Z026,Kantor Pertamina PTC Subholding 26,Z026,Kantor PTC Subholding 26,1,DC100026,Supplier Management Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1127,Regular emp.,EMASG026,,Chandra Wijaya 4,1993-02-15T00:00:00,DUM0233766,123456789,,2027-07-01T00:00:00,3,Active,999912,987654592,Generalist/ ExecutionDemandPlanning,D25241973,Demand Planning Management,DP00000296,(mov) Strategic Sourcing Manager,(mov) Strategic Sourcing Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147025,Application Development Department,10108025,Software Development Division,92,tugas belajar,92,tugas belajar,2043,Pertamina Training & Consulting (PTC),Z027,Kantor Pertamina PTC Subholding 27,Z027,Kantor PTC Subholding 27,1,DC100027,Purchasing Operations Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1128,Regular emp.,EMASG027,,Dewi Kartika 4,1993-02-15T00:00:00,DUM0233767,123456789,,2027-07-01T00:00:00,3,Active,999912,987654593,Generalist/ ExecutionSupplyPlanning,D36352084,Supply Planning Management,DP00000297,(mov) Supplier Management Lead,(mov) Supplier Management Lead,202501,,,,
100,10147026,IT Operations Department,10108026,IT Service Operations Division,Y4,Rotasi,Y4,Rotasi,2023,PIS Singapore Pte Ltd,Z033,Kantor Pertamina PIS SG Subholding 33,Z033,Kantor PIS SG Subholding 33,1,DC100028,Supply Chain Planning Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1129,Regular emp.,EMASG028,,Erwin Saputra 4,1993-02-15T00:00:00,DUM0233768,123456789,,2027-07-01T00:00:00,3,Active,999912,987654594,Generalist/ ExecutionProductionPlanning,D47463195,Production Planning Management,DP00000298,(mov) Purchasing Operations Supervisor,(mov) Purchasing Operations Supervisor,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147027,IT Governance Department,10108027,IT Governance Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2023,PIS Singapore Pte Ltd,Z034,Kantor Pertamina PIS SG Subholding 34,Z034,Kantor PIS SG Subholding 34,1,DC100029,Inventory Management Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1130,Regular emp.,EMASG029,,Fitri Handayani 4,1993-02-15T00:00:00,DUM0233769,123456789,,2027-07-01T00:00:00,3,Active,999912,987654595,Generalist/ ExecutionManufacturing,D58574206,Manufacturing Operations,DP00000299,(mov) Supply Chain Planning Manager,(mov) Supply Chain Planning Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147028,Enterprise Architecture Department,10108028,Enterprise Architecture Division,Y2,Promosi,Y2,Promosi,2147,PT Pertamina Int. Shipping,Z030,Kantor Pertamina PIS Subholding 30,Z030,Kantor PIS Subholding 30,1,DC100030,Warehouse Operations Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1131,Regular emp.,EMASG030,,Galih Prasetyo 4,1993-02-15T00:00:00,DUM0233770,123456789,,2027-07-01T00:00:00,3,Active,999912,987654596,Generalist/ ExecutionProductionControl,D69685317,Production Control Management,DP00000300,(mov) Inventory Management Lead,(mov) Inventory Management Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147029,Digital Transformation Department,10108029,Digital Transformation Division,Y5,Demosi,Y5,Demosi,2147,PT Pertamina Int. Shipping,Z031,Kantor Pertamina PIS Subholding 31,Z031,Kantor PIS Subholding 31,1,DC100031,Logistics Operations Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1132,Regular emp.,EMASG031,,Hana Permatasari 4,1993-02-15T00:00:00,DUM0233771,123456789,,2027-07-01T00:00:00,3,Active,999912,987654597,Generalist/ ExecutionQualityAssurance,D70796428,Quality Assurance Management,DP00000301,(mov) Warehouse Operations Head,(mov) Warehouse Operations Head,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147030,Project Management Department,10108030,Project Delivery Division,92,tugas belajar,92,tugas belajar,2147,PT Pertamina Int. Shipping,Z032,Kantor Pertamina PIS Subholding 32,Z032,Kantor PIS Subholding 32,1,DC100032,Distribution Operations Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1133,Regular emp.,EMASG032,,Irfan Maulana 4,1993-02-15T00:00:00,DUM0233772,123456789,,2027-07-01T00:00:00,3,Active,999912,987654598,Generalist/ ExecutionQualityControl,D81807539,Quality Control Management,DP00000302,(mov) Logistics Operations Manager,(mov) Logistics Operations Manager,202501,,,,
100,10147031,Quality Assurance Department,10108031,Quality Testing Division,Y4,Rotasi,Y4,Rotasi,2033,PT PTK,Z038,Kantor Pertamina PT PTK Subholding 38,Z038,Kantor PT PTK Subholding 38,1,DC100033,Transportation Operations Lead,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1134,Regular emp.,EMASG033,,Jihan Maharani 4,1993-02-15T00:00:00,DUM0233773,123456789,,2027-07-01T00:00:00,3,Active,999912,987654599,Generalist/ ExecutionEngineering,D92918640,Engineering Management,DP00000303,(mov) Distribution Operations Supervisor,(mov) Distribution Operations Supervisor,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147032,Product Management Department,10108032,Product Strategy Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2033,PT PTK,Z039,Kantor Pertamina PT PTK Subholding 39,Z039,Kantor PT PTK Subholding 39,1,DC100034,Facilities Management Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1135,Regular emp.,EMASG034,,Krisna Nugraha 4,1993-02-15T00:00:00,DUM0233774,123456789,,2027-07-01T00:00:00,3,Active,999912,987654600,Generalist/ ExecutionMaintenance,D13029751,Maintenance Management,DP00000304,(mov) Transportation Operations Lead,(mov) Transportation Operations Lead,202501,DUM0233741,Andika Pratama 4,,
100,10147033,Research and Development Department,10108033,Product Innovation Division,Y2,Promosi,Y2,Promosi,2023,PIS Singapore Pte Ltd,Z035,Kantor Pertamina PIS SG Subholding 35,Z035,Kantor PIS SG Subholding 35,1,DC100035,Office Administration Supervisor,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1136,Regular emp.,EMASG035,,Larasati Putri 4,1993-02-15T00:00:00,DUM0233775,123456789,,2027-07-01T00:00:00,3,Active,999912,987654601,Generalist/ ExecutionAssetManagement,D24130862,Asset Management,DP00000305,(mov) Facilities Management Manager,(mov) Facilities Management Manager,202501,DUM0233741,Andika Pratama 4,,
100,10147034,Supply Chain Department,10108034,Supply Chain Planning Division,Y5,Demosi,Y5,Demosi,2023,PIS Singapore Pte Ltd,Z036,Kantor Pertamina PIS SG Subholding 36,Z036,Kantor PIS SG Subholding 36,1,DC100036,Corporate Services Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1137,Regular emp.,EMASG036,,Miko Pratama 4,1993-02-15T00:00:00,DUM0233776,123456789,,2027-07-01T00:00:00,3,Active,999912,987654602,Generalist/ ExecutionFacilityManagement,D35241973,Facility Management,DP00000306,(mov) Office Administration Supervisor,(mov) Office Administration Supervisor,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
100,10147035,Logistics Department,10108035,Logistics Operations Division,92,tugas belajar,92,tugas belajar,2023,PIS Singapore Pte Ltd,Z037,Kantor Pertamina PIS SG Subholding 37,Z037,Kantor PIS SG Subholding 37,1,DC100037,Business Support Manager,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1138,Regular emp.,EMASG037,,Niken Wulandari 4,1993-02-15T00:00:00,DUM0233777,123456789,,2027-07-01T00:00:00,3,Active,999912,987654603,Generalist/ ExecutionPropertyManagement,D46352084,Property Management,DP00000307,(mov) Corporate Services Head,(mov) Corporate Services Head,202501,,,,
100,10147036,Warehouse Department,10108036,Warehouse Operations Division,Y4,Rotasi,Y4,Rotasi,2042,PT Pertamina Retail,Z043,Kantor Pertamina Retail Subholding 43,Z043,Kantor Retail Subholding 43,1,DC100038,Human Resources Operations Head,PWTT,9999-12-31T00:00:00,2025-01-01T00:00:00,2025-01-01T00:00:00,1139,Regular emp.,EMASG038,,Oki Firmansyah 4,1993-02-15T00:00:00,DUM0233778,123456789,,2027-07-01T00:00:00,3,Active,999912,987654604,Generalist/ ExecutionProjectManagement,D57463195,Project Management,DP00000308,(mov) Business Support Manager,(mov) Business Support Manager,202501,DUM0233741,Andika Pratama 4,DUM0233742,Budi Santoso 4
