Client,DepartementId,DepartementName,DivisionId,DivisionName,EmployeeActionReasonTypeCode,EmployeeActionReasonTypeText,EmployeeActionTypeCode,EmployeeActionTypeText,EmployeeAssignedCompanyCode,EmployeeAssignedCompanyText,EmployeeAssignedCostCenterId,EmployeeAssignedCostCenterText,EmployeeAssignedEmployeeGroupCode,EmployeeAssignedEmployeeGroupText,EmployeeAssignedEndDate,EmployeeAssignedPersonnelAreaCode,EmployeeAssignedPersonnelAreaText,EmployeeAssignedPersonnelSubareaCode,EmployeeAssignedPersonnelSubareaText,EmployeeAssignedSMJDate,EmployeeAssignedStartDate,EmployeeAssignedWorkContractCode,EmployeeAssignedWorkContractText,EmployeeAssignmentId,EmployeeCoorporateEmail,EmployeeFullName,EmployeeHiringDate,EmployeeId,EmployeeMobilePhoneNumber,EmployeePersonalEmail,EmployeePlannedPensionDate,EmploymentStatusCode,EmploymentStatusText,EndPeriod,JobId,JobName,OrganizationId,OrganizationName,PositionId,PositionName,PositionNameLongText,StartPeriod,SuperiorEmployeeId,SuperiorFullName,SuperiorPjsEmployeeId,SuperiorPjsFullName
100,10147010,Business Development Department,10108010,Business Growth Division,1,Hiring,1,Hiring,3100,Perusahaan Gas Negara,DC100012,Credit Operations Head,6,PWTT,2958465,Z012,Kantor Pertamina Subholding 12,Z012,Kantor Subholding 12,45658,45658,1113,Regular emp.,EMASG012,,Ryu Oliver,34015,DUMNC122,123456789,,46569,3,Active,999912,987654578,Generalist/ ExecutionManagementAccounting,D61807539,Management Accounting,DP00000012,Financial Control Manager,Financial Control Manager,202501,,,,
100,10147011,Customer Service Department,10108011,Customer Support Division,1,Hiring,1,Hiring,3100,Perusahaan Gas Negara,DC100013,Credit Risk Manager,0,PWTT,2958465,Z013,Kantor Pertamina Subholding 13,Z013,Kantor Subholding 13,45658,45658,1114,Regular emp.,EMASG013,,Ana Nia Septi,34015,DUMNC123,123456789,,46569,3,Active,999912,987654579,Generalist/ ExecutionFinancialRisk,D72918640,Financial Risk Management,DP00000013,Credit Operations Head,Credit Operations Head,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147012,Compliance Department,10108012,Regulatory Compliance Division,1,Hiring,1,Hiring,3100,Perusahaan Gas Negara,DC100014,Market Risk Senior Manager,6,PWTT,2958465,Z014,Kantor Pertamina Subholding 14,Z014,Kantor Subholding 14,45658,45658,1115,Regular emp.,EMASG014,,Ana Nia Septi,34015,DUMNC124,123456789,,46569,3,Active,999912,987654580,Generalist/ ExecutionCredit,D83029751,Credit Management,DP00000014,Credit Risk Manager,Credit Risk Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147013,Treasury Department,10108013,Treasury Operations Division,1,Hiring,1,Hiring,3100,Perusahaan Gas Negara,DC100015,Operational Risk Manager,0,PWTT,2958465,Z015,Kantor Pertamina Subholding 15,Z015,Kantor Subholding 15,45658,45658,1116,Regular emp.,EMASG015,,Nicholas,34015,DUMNC125,123456789,,46569,3,Active,999912,987654581,Generalist/ ExecutionCollection,D94130862,Collection Management,DP00000015,Market Risk Senior Manager,Market Risk Senior Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147014,Accounting Department,10108014,General Accounting Division,1,Hiring,1,Hiring,3100,Perusahaan Gas Negara,DC100016,Enterprise Risk Head,6,PWTT,2958465,Z016,Kantor Pertamina Subholding 16,Z016,Kantor Subholding 16,45658,45658,1117,Regular emp.,EMASG016,,Nicholas,34015,DUMNC126,123456789,,46569,3,Active,999912,987654582,Generalist/ ExecutionProcurement,D15241973,Procurement Management,DP00000016,Operational Risk Manager,Operational Risk Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147001,Finance Department,10108001,Financial Planning Division,1,Hiring,1,Hiring,1010,Persero,DC100001,Manager Accounts Payable Operations,1,PWTT,2958465,Z001,Kantor Pertamina Subholding 1,Z001,Kantor Subholding 1,45658,45658,1102,Regular emp.,EMASG001,,Brenda Spears,34015,DUMNC111,123456789,,46569,3,Active,999912,987654567,Generalist/ ExecutionInvoice,D30287269,Invoice and Payment Management,DP00000001,Head of Invoice and Payment Downstream,Head of Invoice and Payment Downstream,202501,,,,
100,10147016,Corporate Communication Department,10108016,Internal Communication Division,1,Hiring,1,Hiring,3100,Perusahaan Gas Negara,DC100018,Compliance Operations Lead,1,PWTT,2958465,Z018,Kantor Pertamina Subholding 18,Z018,Kantor Subholding 18,45658,46305,1119,Regular emp.,EMASG018,,Santi Dina,34015,DUMJN111,123456789,,46569,3,Active,999912,987654584,Generalist/ ExecutionVendorManagement,D37463195,Vendor Management,DP00000018,Fraud Management Manager,Fraud Management Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147011,Customer Service Department,10108011,Customer Support Division,Y2,Promosi,Y2,Promosi,1111,CompanyTest,DC100013,Credit Risk Manager,1,PWTT,2958465,Z013,Kantor Pertamina Subholding 13,Z013,Kantor Subholding 13,45658,45658,1114,Regular emp.,EMASG013,,Mayang Aini,34015,DUMMN111,123456789,,46569,3,Active,999912,987654579,Generalist/ ExecutionFinancialRisk,D72918640,Financial Risk Management,DP00000283,Credit Risk Manager,Credit Risk Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147019,Facilities Management Department,10108019,Facilities Operations Division,1,Hiring,1,Hiring,2222,Pertamina Patra Niaga,DC100021,Corporate Governance Lead,1,PHK,46254,Z021,Kantor Pertamina Subholding 21,Z021,Kantor Subholding 21,45658,45658,1122,Regular emp.,EMASG021,,Wahyuni Awan,34015,DUMLN111,123456789,,46248,3,Active,999912,987654587,Generalist/ ExecutionSupplyChain,D60796428,Supply Chain Management,DP00000021,Internal Audit Manager,Internal Audit Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147020,Security Department,10108020,Physical Security Division,1,Hiring,1,Hiring,2222,Pertamina Patra Niaga,DC100022,Legal Affairs Manager,1,PHK,46244,Z022,Kantor Pertamina Subholding 22,Z022,Kantor Subholding 22,45658,45658,1123,Regular emp.,EMASG022,,Yuda Prana,34015,DUMLN112,123456789,,46244,3,Active,999912,987654588,Generalist/ ExecutionLogistics,D71807539,Logistics Management,DP00000022,Corporate Governance Lead,Corporate Governance Lead,202501,,,,
100,10147021,Data Analytics Department,10108021,Business Analytics Division,1,Hiring,1,Hiring,1010,Persero,DC100023,Contract Management Supervisor,4,PHK,2958465,Z023,Kantor Pertamina Subholding 23,Z023,Kantor Subholding 23,45658,45658,1124,Regular emp.,EMASG023,,Azzahra Lia,34015,DUMLV111,123456789,,46248,3,Active,999912,987654589,Generalist/ ExecutionWarehouse,D82918640,Warehouse Operations,DP00000023,Legal Affairs Manager,Legal Affairs Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147022,Data Management Department,10108022,Data Governance Division,1,Hiring,1,Hiring,3100,Perusahaan Gas Negara,DC100024,Procurement Operations Head,4,PHK,2958465,Z024,Kantor Pertamina Subholding 24,Z024,Kantor Subholding 24,45658,45658,1125,Regular emp.,EMASG024,,Dita Ramadhani,34015,DUMLV112,123456789,,46244,3,Active,999912,987654590,Generalist/ ExecutionInventory,D93029751,Inventory Management,DP00000024,Contract Management Supervisor,Contract Management Supervisor,202501,DUM0733741,Andika Pratama 3,,
