Client,DepartementId,DepartementName,DivisionId,DivisionName,EmployeeActionReasonTypeCode,EmployeeActionReasonTypeText,EmployeeActionTypeCode,EmployeeActionTypeText,EmployeeAssignedCompanyCode,EmployeeAssignedCompanyText,EmployeeAssignedCostCenterId,EmployeeAssignedCostCenterText,EmployeeAssignedEmployeeGroupCode,EmployeeAssignedEmployeeGroupText,EmployeeAssignedEndDate,EmployeeAssignedPersonnelAreaCode,EmployeeAssignedPersonnelAreaText,EmployeeAssignedPersonnelSubareaCode,EmployeeAssignedPersonnelSubareaText,EmployeeAssignedSMJDate,EmployeeAssignedStartDate,EmployeeAssignedWorkContractCode,EmployeeAssignedWorkContractText,EmployeeAssignmentId,EmployeeCoorporateEmail,EmployeeFullName,EmployeeHiringDate,EmployeeId,EmployeeMobilePhoneNumber,EmployeePersonalEmail,EmployeePlannedPensionDate,EmploymentStatusCode,EmploymentStatusText,EndPeriod,JobId,JobName,OrganizationId,OrganizationName,PositionId,PositionName,PositionNameLongText,StartPeriod,SuperiorEmployeeId,SuperiorFullName,SuperiorPjsEmployeeId,SuperiorPjsFullName
100,10147009,Corporate Strategy Department,10108009,Strategic Planning Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,3100,Perusahaan Gas Negara,DC100011,General Accounting Lead,4,PHK,9999-12-31T00:00:00,Z011,Kantor Pertamina Subholding 11,Z011,Kantor Subholding 11,2025-01-01T00:00:00,2025-01-01T00:00:00,1112,Regular emp.,EMASG011,,Kevin Setiawan 3,1993-02-15T00:00:00,DUM0133751,123456789,,2027-07-01T00:00:00,3,Active,999912,987654577,Generalist/ ExecutionBudget,D50796428,Budget Management,DP00000281,Financial Control Manager,Financial Control Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147010,Business Development Department,10108010,Business Growth Division,92,tugas belajar,92,tugas belajar,2222,Pertamina Patra Niaga,DC100012,Financial Control Manager,4,PHK,9999-12-31T00:00:00,Z012,Kantor Pertamina Subholding 12,Z012,Kantor Subholding 12,2025-01-01T00:00:00,2025-01-01T00:00:00,1113,Regular emp.,EMASG012,,Lukman Hakim 3,1993-02-15T00:00:00,DUM0133752,123456789,,2027-07-01T00:00:00,3,Active,999912,987654578,Generalist/ ExecutionManagementAccounting,D61807539,Management Accounting,DP00000282,Credit Operations Head,Credit Operations Head,202501,,,,
100,10147011,Customer Service Department,10108011,Customer Support Division,Y2,Promosi,Y2,Promosi,3100,Perusahaan Gas Negara,DC100013,Credit Operations Head,4,PHK,9999-12-31T00:00:00,Z013,Kantor Pertamina Subholding 13,Z013,Kantor Subholding 13,2025-01-01T00:00:00,2025-01-01T00:00:00,1114,Regular emp.,EMASG013,,Maya Anggraini 3,1993-02-15T00:00:00,DUM0133753,123456789,,2027-07-01T00:00:00,3,Active,999912,987654579,Generalist/ ExecutionFinancialRisk,D72918640,Financial Risk Management,DP00000283,Credit Risk Manager,Credit Risk Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147012,Compliance Department,10108012,Regulatory Compliance Division,Y4,Rotasi,Y4,Rotasi,2183,Pertamina Power Indonesia,DC100014,Credit Risk Manager,4,PHK,9999-12-31T00:00:00,Z014,Kantor Pertamina Subholding 14,Z014,Kantor Subholding 14,2025-01-01T00:00:00,2025-01-01T00:00:00,1115,Regular emp.,EMASG014,,Nanda Prakoso 3,1993-02-15T00:00:00,DUM0133754,123456789,,2027-07-01T00:00:00,3,Active,999912,987654580,Generalist/ ExecutionCredit,D83029751,Credit Management,DP00000284,Market Risk Senior Manager,Market Risk Senior Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147013,Treasury Department,10108013,Treasury Operations Division,Y5,Demosi,91,Cuti Panjang,3100,Perusahaan Gas Negara,DC100015,Market Risk Senior Manager,4,PHK,9999-12-31T00:00:00,Z015,Kantor Pertamina Subholding 15,Z015,Kantor Subholding 15,2025-01-01T00:00:00,2025-01-01T00:00:00,1116,Regular emp.,EMASG015,,Oscar Wijaya 3,1993-02-15T00:00:00,DUM0133755,123456789,,2027-07-01T00:00:00,3,Active,999912,987654581,Generalist/ ExecutionCollection,D94130862,Collection Management,DP00000285,Operational Risk Manager,Operational Risk Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147014,Accounting Department,10108014,General Accounting Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2183,Pertamina Power Indonesia,DC100016,Operational Risk Manager,4,PHK,9999-12-31T00:00:00,Z016,Kantor Pertamina Subholding 16,Z016,Kantor Subholding 16,2025-01-01T00:00:00,2025-01-01T00:00:00,1117,Regular emp.,EMASG016,,Putri Maharani 3,1993-02-15T00:00:00,DUM0133756,123456789,,2027-07-01T00:00:00,3,Active,999912,987654582,Generalist/ ExecutionProcurement,D15241973,Procurement Management,DP00000286,Enterprise Risk Head,Enterprise Risk Head,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147015,Tax Department,10108015,Tax Compliance Division,92,tugas belajar,92,tugas belajar,3100,Perusahaan Gas Negara,DC100017,Enterprise Risk Head,4,PHK,9999-12-31T00:00:00,Z017,Kantor Pertamina Subholding 17,Z017,Kantor Subholding 17,2025-01-01T00:00:00,2025-01-01T00:00:00,1118,Regular emp.,EMASG017,,Raka Firmansyah 3,1993-02-15T00:00:00,DUM0133757,123456789,,2027-07-01T00:00:00,3,Active,999912,987654583,Generalist/ ExecutionSourcing,D26352084,Strategic Sourcing Management,DP00000287,Fraud Management Manager,Fraud Management Manager,202501,,,,
100,10147016,Corporate Communication Department,10108016,Internal Communication Division,Y2,Promosi,Y2,Promosi,2183,Pertamina Power Indonesia,DC100018,Fraud Management Manager,4,PHK,9999-12-31T00:00:00,Z018,Kantor Pertamina Subholding 18,Z018,Kantor Subholding 18,2025-01-01T00:00:00,2025-01-01T00:00:00,1119,Regular emp.,EMASG018,,Sari Wulandari 3,1993-02-15T00:00:00,DUM0133758,123456789,,2027-07-01T00:00:00,3,Active,999912,987654584,Generalist/ ExecutionVendorManagement,D37463195,Vendor Management,DP00000288,Compliance Operations Lead,Compliance Operations Lead,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147017,Public Relations Department,10108017,Media Relations Division,Y4,Rotasi,Y4,Rotasi,2043,Pertamina Training & Consulting (PTC),DC100019,Compliance Operations Lead,4,PHK,9999-12-31T00:00:00,Z019,Kantor Pertamina Subholding 19,Z019,Kantor Subholding 19,2025-01-01T00:00:00,2025-01-01T00:00:00,1120,Regular emp.,EMASG019,,Taufik Hidayat 3,1993-02-15T00:00:00,DUM0133759,123456789,,2027-07-01T00:00:00,3,Active,999912,987654585,Generalist/ ExecutionPurchasing,D48574206,Purchasing Operations,DP00000289,Regulatory Compliance Head,Regulatory Compliance Head,202501,DUM0733741,Andika Pratama 3,,
100,10147018,Administration Department,10108018,General Administration Division,Y5,Demosi,91,Cuti Panjang,2183,Pertamina Power Indonesia,DC100020,Regulatory Compliance Head,4,PHK,9999-12-31T00:00:00,Z020,Kantor Pertamina Subholding 20,Z020,Kantor Subholding 20,2025-01-01T00:00:00,2025-01-01T00:00:00,1121,Regular emp.,EMASG020,,Vina Oktaviani 3,1993-02-15T00:00:00,DUM0133760,123456789,,2027-07-01T00:00:00,3,Active,999912,987654586,Generalist/ ExecutionProcurementGovernance,D59685317,Procurement Governance,DP00000290,Internal Audit Manager,Internal Audit Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147019,Facilities Management Department,10108019,Facilities Operations Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2043,Pertamina Training & Consulting (PTC),DC100021,Internal Audit Manager,4,PHK,9999-12-31T00:00:00,Z021,Kantor Pertamina Subholding 21,Z021,Kantor Subholding 21,2025-01-01T00:00:00,2025-01-01T00:00:00,1122,Regular emp.,EMASG021,,Wahyu Setiawan 3,1993-02-15T00:00:00,DUM0133761,123456789,,2027-07-01T00:00:00,3,Active,999912,987654587,Generalist/ ExecutionSupplyChain,D60796428,Supply Chain Management,DP00000291,Corporate Governance Lead,Corporate Governance Lead,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147020,Security Department,10108020,Physical Security Division,92,tugas belajar,92,tugas belajar,2183,Pertamina Power Indonesia,DC100022,Corporate Governance Lead,4,PHK,9999-12-31T00:00:00,Z022,Kantor Pertamina Subholding 22,Z022,Kantor Subholding 22,2025-01-01T00:00:00,2025-01-01T00:00:00,1123,Regular emp.,EMASG022,,Yudha Pranata 3,1993-02-15T00:00:00,DUM0133762,123456789,,2027-07-01T00:00:00,3,Active,999912,987654588,Generalist/ ExecutionLogistics,D71807539,Logistics Management,DP00000292,Legal Affairs Manager,Legal Affairs Manager,202501,,,,
100,10147021,Data Analytics Department,10108021,Business Analytics Division,Y2,Promosi,Y2,Promosi,2043,Pertamina Training & Consulting (PTC),DC100023,Legal Affairs Manager,4,PHK,9999-12-31T00:00:00,Z023,Kantor Pertamina Subholding 23,Z023,Kantor Subholding 23,2025-01-01T00:00:00,2025-01-01T00:00:00,1124,Regular emp.,EMASG023,,Zahra Aulia 3,1993-02-15T00:00:00,DUM0133763,123456789,,2027-07-01T00:00:00,3,Active,999912,987654589,Generalist/ ExecutionWarehouse,D82918640,Warehouse Operations,DP00000293,Contract Management Supervisor,Contract Management Supervisor,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147022,Data Management Department,10108022,Data Governance Division,Y4,Rotasi,Y4,Rotasi,2147,Pertamina International Shipping,DC100024,Contract Management Supervisor,4,PHK,9999-12-31T00:00:00,Z024,Kantor Pertamina Subholding 24,Z024,Kantor Subholding 24,2025-01-01T00:00:00,2025-01-01T00:00:00,1125,Regular emp.,EMASG024,,Aditya Ramadhan 3,1993-02-15T00:00:00,DUM0133764,123456789,,2027-07-01T00:00:00,3,Active,999912,987654590,Generalist/ ExecutionInventory,D93029751,Inventory Management,DP00000294,Procurement Operations Head,Procurement Operations Head,202501,DUM0733741,Andika Pratama 3,,
100,10147023,Cybersecurity Department,10108023,Cyber Defense Division,Y5,Demosi,91,Cuti Panjang,2043,Pertamina Training & Consulting (PTC),DC100025,Procurement Operations Head,4,PHK,9999-12-31T00:00:00,Z025,Kantor Pertamina Subholding 25,Z025,Kantor Subholding 25,2025-01-01T00:00:00,2025-01-01T00:00:00,1126,Regular emp.,EMASG025,,Bagus Kurniawan 3,1993-02-15T00:00:00,DUM0133765,123456789,,2027-07-01T00:00:00,3,Active,999912,987654591,Generalist/ ExecutionDistribution,D14130862,Distribution Management,DP00000295,Strategic Sourcing Manager,Strategic Sourcing Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147024,Network Infrastructure Department,10108024,Network Operations Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2147,Pertamina International Shipping,DC100026,Strategic Sourcing Manager,4,PHK,9999-12-31T00:00:00,Z026,Kantor Pertamina Subholding 26,Z026,Kantor Subholding 26,2025-01-01T00:00:00,2025-01-01T00:00:00,1127,Regular emp.,EMASG026,,Chandra Wijaya 3,1993-02-15T00:00:00,DUM0133766,123456789,,2027-07-01T00:00:00,3,Active,999912,987654592,Generalist/ ExecutionDemandPlanning,D25241973,Demand Planning Management,DP00000296,Supplier Management Lead,Supplier Management Lead,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147025,Application Development Department,10108025,Software Development Division,92,tugas belajar,92,tugas belajar,2043,Pertamina Training & Consulting (PTC),DC100027,Supplier Management Lead,4,PHK,9999-12-31T00:00:00,Z027,Kantor Pertamina Subholding 27,Z027,Kantor Subholding 27,2025-01-01T00:00:00,2025-01-01T00:00:00,1128,Regular emp.,EMASG027,,Dewi Kartika 3,1993-02-15T00:00:00,DUM0133767,123456789,,2027-07-01T00:00:00,3,Active,999912,987654593,Generalist/ ExecutionSupplyPlanning,D36352084,Supply Planning Management,DP00000297,Purchasing Operations Supervisor,Purchasing Operations Supervisor,202501,,,,
100,10147026,IT Operations Department,10108026,IT Service Operations Division,Y2,Promosi,Y2,Promosi,2147,Pertamina International Shipping,DC100028,Purchasing Operations Supervisor,4,PHK,9999-12-31T00:00:00,Z028,Kantor Pertamina Subholding 28,Z028,Kantor Subholding 28,2025-01-01T00:00:00,2025-01-01T00:00:00,1129,Regular emp.,EMASG028,,Erwin Saputra 3,1993-02-15T00:00:00,DUM0133768,123456789,,2027-07-01T00:00:00,3,Active,999912,987654594,Generalist/ ExecutionProductionPlanning,D47463195,Production Planning Management,DP00000298,Supply Chain Planning Manager,Supply Chain Planning Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147027,IT Governance Department,10108027,IT Governance Division,Y4,Rotasi,Y4,Rotasi,2023,PIS Singapore Pte Ltd,DC100029,Supply Chain Planning Manager,4,PHK,9999-12-31T00:00:00,Z029,Kantor Pertamina Subholding 29,Z029,Kantor Subholding 29,2025-01-01T00:00:00,2025-01-01T00:00:00,1130,Regular emp.,EMASG029,,Fitri Handayani 3,1993-02-15T00:00:00,DUM0133769,123456789,,2027-07-01T00:00:00,3,Active,999912,987654595,Generalist/ ExecutionManufacturing,D58574206,Manufacturing Operations,DP00000299,Inventory Management Lead,Inventory Management Lead,202501,DUM0733741,Andika Pratama 3,,
100,10147028,Enterprise Architecture Department,10108028,Enterprise Architecture Division,Y5,Demosi,91,Cuti Panjang,2147,Pertamina International Shipping,DC100030,Inventory Management Lead,4,PHK,9999-12-31T00:00:00,Z030,Kantor Pertamina Subholding 30,Z030,Kantor Subholding 30,2025-01-01T00:00:00,2025-01-01T00:00:00,1131,Regular emp.,EMASG030,,Galih Prasetyo 3,1993-02-15T00:00:00,DUM0133770,123456789,,2027-07-01T00:00:00,3,Active,999912,987654596,Generalist/ ExecutionProductionControl,D69685317,Production Control Management,DP00000300,Warehouse Operations Head,Warehouse Operations Head,202501,DUM0733741,Andika Pratama 3,,
100,10147029,Digital Transformation Department,10108029,Digital Transformation Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2023,PIS Singapore Pte Ltd,DC100031,Warehouse Operations Head,4,PHK,9999-12-31T00:00:00,Z031,Kantor Pertamina Subholding 31,Z031,Kantor Subholding 31,2025-01-01T00:00:00,2025-01-01T00:00:00,1132,Regular emp.,EMASG031,,Hana Permatasari 3,1993-02-15T00:00:00,DUM0133771,123456789,,2027-07-01T00:00:00,3,Active,999912,987654597,Generalist/ ExecutionQualityAssurance,D70796428,Quality Assurance Management,DP00000301,Logistics Operations Manager,Logistics Operations Manager,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147030,Project Management Department,10108030,Project Delivery Division,92,tugas belajar,92,tugas belajar,2147,Pertamina International Shipping,DC100032,Logistics Operations Manager,4,PHK,9999-12-31T00:00:00,Z032,Kantor Pertamina Subholding 32,Z032,Kantor Subholding 32,2025-01-01T00:00:00,2025-01-01T00:00:00,1133,Regular emp.,EMASG032,,Irfan Maulana 3,1993-02-15T00:00:00,DUM0133772,123456789,,2027-07-01T00:00:00,3,Active,999912,987654598,Generalist/ ExecutionQualityControl,D81807539,Quality Control Management,DP00000302,Distribution Operations Supervisor,Distribution Operations Supervisor,202501,,,,
100,10147031,Quality Assurance Department,10108031,Quality Testing Division,Y2,Promosi,Y2,Promosi,2023,PIS Singapore Pte Ltd,DC100033,Distribution Operations Supervisor,4,PHK,9999-12-31T00:00:00,Z033,Kantor Pertamina Subholding 33,Z033,Kantor Subholding 33,2025-01-01T00:00:00,2025-01-01T00:00:00,1134,Regular emp.,EMASG033,,Jihan Maharani 3,1993-02-15T00:00:00,DUM0133773,123456789,,2027-07-01T00:00:00,3,Active,999912,987654599,Generalist/ ExecutionEngineering,D92918640,Engineering Management,DP00000303,Transportation Operations Lead,Transportation Operations Lead,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147032,Product Management Department,10108032,Product Strategy Division,Y4,Rotasi,Y4,Rotasi,2033,PT PTK,DC100034,Transportation Operations Lead,4,PHK,9999-12-31T00:00:00,Z034,Kantor Pertamina Subholding 34,Z034,Kantor Subholding 34,2025-01-01T00:00:00,2025-01-01T00:00:00,1135,Regular emp.,EMASG034,,Krisna Nugraha 3,1993-02-15T00:00:00,DUM0133774,123456789,,2027-07-01T00:00:00,3,Active,999912,987654600,Generalist/ ExecutionMaintenance,D13029751,Maintenance Management,DP00000304,Facilities Management Manager,Facilities Management Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147033,Research and Development Department,10108033,Product Innovation Division,Y5,Demosi,91,Cuti Panjang,2023,PIS Singapore Pte Ltd,DC100035,Facilities Management Manager,4,PHK,9999-12-31T00:00:00,Z035,Kantor Pertamina Subholding 35,Z035,Kantor Subholding 35,2025-01-01T00:00:00,2025-01-01T00:00:00,1136,Regular emp.,EMASG035,,Larasati Putri 3,1993-02-15T00:00:00,DUM0133775,123456789,,2027-07-01T00:00:00,3,Active,999912,987654601,Generalist/ ExecutionAssetManagement,D24130862,Asset Management,DP00000305,Office Administration Supervisor,Office Administration Supervisor,202501,DUM0733741,Andika Pratama 3,,
100,10147034,Supply Chain Department,10108034,Supply Chain Planning Division,ZH,Perbantuan (Subholding) non SAP,ZH,Perbantuan (Subholding) non SAP,2033,PT PTK,DC100036,Office Administration Supervisor,4,PHK,9999-12-31T00:00:00,Z036,Kantor Pertamina Subholding 36,Z036,Kantor Subholding 36,2025-01-01T00:00:00,2025-01-01T00:00:00,1137,Regular emp.,EMASG036,,Miko Pratama 3,1993-02-15T00:00:00,DUM0133776,123456789,,2027-07-01T00:00:00,3,Active,999912,987654602,Generalist/ ExecutionFacilityManagement,D35241973,Facility Management,DP00000306,Corporate Services Head,Corporate Services Head,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147035,Logistics Department,10108035,Logistics Operations Division,92,tugas belajar,92,tugas belajar,2023,PIS Singapore Pte Ltd,DC100037,Corporate Services Head,4,PHK,9999-12-31T00:00:00,Z037,Kantor Pertamina Subholding 37,Z037,Kantor Subholding 37,2025-01-01T00:00:00,2025-01-01T00:00:00,1138,Regular emp.,EMASG037,,Niken Wulandari 3,1993-02-15T00:00:00,DUM0133777,123456789,,2027-07-01T00:00:00,3,Active,999912,987654603,Generalist/ ExecutionPropertyManagement,D46352084,Property Management,DP00000307,Business Support Manager,Business Support Manager,202501,,,,
100,10147036,Warehouse Department,10108036,Warehouse Operations Division,Y2,Promosi,Y2,Promosi,2033,PT PTK,DC100038,Business Support Manager,4,PHK,9999-12-31T00:00:00,Z038,Kantor Pertamina Subholding 38,Z038,Kantor Subholding 38,2025-01-01T00:00:00,2025-01-01T00:00:00,1139,Regular emp.,EMASG038,,Oki Firmansyah 3,1993-02-15T00:00:00,DUM0133778,123456789,,2027-07-01T00:00:00,3,Active,999912,987654604,Generalist/ ExecutionProjectManagement,D57463195,Project Management,DP00000308,Human Resources Operations Head,Human Resources Operations Head,202501,DUM0733741,Andika Pratama 3,DUM0733742,Budi Santoso 3
100,10147037,Distribution Department,10108037,Distribution Operations Division,Y4,Rotasi,Y4,Rotasi,2042,PT Pertamina Retail,DC100039,Human Resources Operations Head,4,PHK,9999-12-31T00:00:00,Z039,Kantor Pertamina Subholding 39,Z039,Kantor Subholding 39,2025-01-01T00:00:00,2025-01-01T00:00:00,1140,Regular emp.,EMASG039,,Pandu Wijaya 3,1993-02-15T00:00:00,DUM0133779,123456789,,2027-07-01T00:00:00,3,Active,999912,987654605,Generalist/ ExecutionBusinessDevelopment,D68574206,Business Development Management,DP00000309,Talent Acquisition Manager,Talent Acquisition Manager,202501,DUM0733741,Andika Pratama 3,,
100,10147038,Manufacturing Department,10108038,Manufacturing Operations Division,Y5,Demosi,91,Cuti Panjang,2033,PT PTK,DC100040,Talent Acquisition Manager,4,PHK,9999-12-31T00:00:00,Z040,Kantor Pertamina Subholding 40,Z040,Kantor Subholding 40,2025-01-01T00:00:00,2025-01-01T00:00:00,1141,Regular emp.,EMASG040,,Rani Oktaviani 3,1993-02-15T00:00:00,DUM0133780,123456789,,2027-07-01T00:00:00,3,Active,999912,987654606,Generalist/ ExecutionCorporateStrategy,D79685317,Corporate Strategy Management,DP00000310,Talent Management Lead,Talent Management Lead,202501,DUM0733741,Andika Pratama 3,,
